,review_content,rating
399,  Good project and packaging was nice tooGetting 30MBps write speed when connecting to pc,5.0 out of 5 stars
400,  It is 32 GB NOT 64GB AS MENTIONED... CHECKED OT AT 3 PLACES AND EVEN FORMATTED... EVERYWHERE MENTIONING 64 GB BUT DATA SPACE AVAILIABLE ONLY 27.6GB ...WAS IN EMERGENCY NEED SO NOT REPLACING...,1.0 out of 5 stars
401,  I use nearly one year.It's work faster and no problem detected till quality is good,5.0 out of 5 stars
402,  using it for 3 years in my mobile phone. I have 4 samsung memory cards in different devices no issue till now.,5.0 out of 5 stars
403,  1)Value for money.2)You will definitely gonna se a lot of lag when you will use with a phone with ufs 2.1 or greater.3)Slow transfer speed don't just go by the numbers written on the packet.,3.0 out of 5 stars
404,"  It was a great buy, if you are having doubts, don't worry just go for it and you will not regret. Great writing and reading speed, writing speed is 30mbps which is best in this budget. Else everything is working just right uptil now.",5.0 out of 5 stars
405,"  It is good media for storage ,also very fast to be used as internal memory, as you expand your phone internal storage..",5.0 out of 5 stars
406,  It's easy to use and read and write data will take to faster  but regarding price little bit high,3.0 out of 5 stars
407,"  I tried moving some large  video files from my redmi note 7 (internal storage) to this memory card ,and ohh boy itwas fast!Speed was 163MB/s  just buy it guys.....",5.0 out of 5 stars
408,  I am using it for 2 years.Its very durable and good write speed. I have used both Samsung and SanDisk products. Samsung sd card are better than SanDisk sd card.,5.0 out of 5 stars
409,  It is really strong so that e is no chance that that it can break on forceIt has the same normal perfect dimensions it fits properlyAbout the value it is pretty cheaper if u go in samsung official store  they do sell it in the price actually printed on it so it is CHEAPER,4.0 out of 5 stars
410,  able to get 65mbps write speed and super fast writing to my DSLR handles th 6.5fps raw burst shoot mode with ease. Much recommended will get one more for the secondary slot for my D750,5.0 out of 5 stars
411,"  Had to format it three times before using it, as it was not showing up in the extended memory storage. Hence giving two stars for ease of install.",4.0 out of 5 stars
412,  Had to replace twice to get the original product delivered. Amazon team was very helpful. The final product is original and great,5.0 out of 5 stars
413,"  I bought this for Honor 6 phone, and it works perfect, access latency isn't seen. The earlier one I had was SanDisk that got corrupted and I lost my data. Thank you Amazon",5.0 out of 5 stars
414,  This is the first time ever in my entire lifetime  I bought 64 GB SD card and got full 64 GB usable space in it. Satisfied with the purchase 😍,5.0 out of 5 stars
415,"  Works like a charm. It's working perfectly, with stable transmission speed.Go for it. We can't get that speed in other various Pen Drives and SD Cards.",5.0 out of 5 stars
416,"  Generally you don't get the space/memory for which you pay for but with this product you get the exact mentioned space, so far doesn't had any issue with the product hoping to get the same in upcoming days :)",5.0 out of 5 stars
417,  My laptop  show 119 gb my Poco phone show 128.02 gb. original memoryThanks to Amazon and Apario sellers..,5.0 out of 5 stars
418,  Good one .. but we get only 59GB instead of 64 ..,3.0 out of 5 stars
419,  its a very good product for its price.samsung is a wonderful company as they gave a sd adapter for micro sd along with the sd card such that anyone can use the sd card for smart phones or for a camera.finally to say that it is a wonderful value for money product.,5.0 out of 5 stars
420,  Broken product delivered upon delivery. Can't really believe a broken SD card was packed neatly by the manufacturer and shipped. Not sure if the seller or the manufacturer is at fault.,1.0 out of 5 stars
421,"  Samsung EVO Plus Grade 3, Class 10 64GB MicroSDXC 100 MB/S Memory Card with SD Adapter (MB-MC64GA/IN)Excellent product as descibed",5.0 out of 5 stars
422,  The memory card is going upto 30MBps copy speed and can capture 4K video at 30fpsBut It made in Philippines if something wrong happens I don't think we can claim warrenty,4.0 out of 5 stars
423,  No need to buy a new phone to increase memory capacity... just buy this card... gives loads of free memory and makes your phone function smoothly,5.0 out of 5 stars
424,  Awesome product!It's fast and it's durable and orignal. The read and write speeds are awesome and it's overall better than other brands. I'm using it with my Samsung top end phone and it works awesome.,5.0 out of 5 stars
425,  Read Speed: 50 to 70 M/sWrite Speed:  Video: 35 to 45 M/s  MP3  :  20 to 25 M/s  Image: 05 to 10 M/sWhen compared with other cards this UHS 1  Grade 3 is so better.  Memory aviaable is 119.2 GB  Nearly 90GB is freely stored.  More than 80% should not be stored.,4.0 out of 5 stars
426,  received original productwell made.fast enough if not the fastest with a noticeable difference in phone response time while opening apps and moving copying filesdelivery was good but not up to mark,4.0 out of 5 stars
427,  Dear friends it is very poor quality China product.dont buy it..after purchased when I installed it within One Hour it's stop working .totally waste of money.and don't believe their specifications.and Amazon should not sell such kind of bad product.,1.0 out of 5 stars
428,"  Does what it was desginged to do, speed of data read and write vary as per limitation of hardware.Store all your treasures at peace.",5.0 out of 5 stars
429,  Not detected by my laptop sometimesWrite Speed - 8-10 mbps on an averageRead Speed - 30 mbps roughly,4.0 out of 5 stars
430,  I am giving my review after using it approx 6 months..Initially I was confused that it is a duplicate or first copy. .But believe me it is original and it's transfer speed is very good...,5.0 out of 5 stars
431,"  I hate the fact that they delivered me a WRITE PROTECTED SD card, i had to unlock it through laptop, a waste of time.",4.0 out of 5 stars
432,"  Good product and fast delivery from Amazon ....thank u for prime day sale, max offers from Amazon ....",5.0 out of 5 stars
433,  I got wrong product instead of Samsung I got some dublicate product I kept a replacement also if it repeats again I will complaint to higher authorities 😠😠😠😠😡,1.0 out of 5 stars
434,  Fantastic. Had a 128gb grade 1 evo card earlier. This is a nice upgrade being grade 3. Write speed is really a noticeable improvement and quite happy so far.,5.0 out of 5 stars
435,  I think the price should be less nowadays phones are getting higher memory so people don't want extra storage for their phones. But overall very good product highly recommended.,5.0 out of 5 stars
436,"  Brilliant product , got loved ❤️Still working at high speed and never stucked,Best quality product at 128gb of memory card , #Orignal",5.0 out of 5 stars
437,  no issue..works good..recommended..nice product from samsung,5.0 out of 5 stars
438,  I have ordered several Samsung 32 gb memory cards from Amazon as these are just perfect for any mobile phoneAll the phones in my family bears this memory card in their phones.If you are looking forward to buy a memory card...you should definitely give this a try and I bet you won't regret your decision.,5.0 out of 5 stars
